managerID,yearID,teamID,lgID,inseason,G,W,L,rank,plyrMgr
s e we l l u01 m ,1944,SLA,AL,1,154,89,65,1,N
so uthb i01 m ,1944,SLN,NL,1,157,105,49,1,N
b luego s01 m,1944,WS1,AL,1,154,64,90,8,N
c r o ni jo01 m,1945,BOS,AL,1,157,71,83,7,Y
d uro c le 0 1m ,1945,BRO,NL,1,155,87,67,3,Y
c o l em bo0 1m,1945,BSN,NL,1,94,42,51,6,N
b iss o d e 01m ,1945,BSN,NL,2,60,25,34,6,N
dykesji01m,1945,CHA,AL,1,150,71,78,6,N
grimmch01m,1945,CHN,NL,1,155,98,56,1,N
mckecbi01m,1945,CIN,NL,1,154,61,93,7,N
boudrlo01m,1945,CLE,AL,1,147,73,72,5,Y
oneilst01m,1945,DET,AL,1,155,88,65,1,N
ottme01m,1945,NY1,NL,1,154,78,74,5,Y
mccarjo99m,1945,NYA,AL,1,152,81,71,4,N
m ackc o0 1 m ,1945,PHA,AL,1,153,52,98,8,N
fitzs f r 01m,1945,PHI,NL,1,69,18,51,8,N
chapmbe01m,1945,PHI,NL,2,85,28,57,8,Y
fri scfr 01 m,1945,PIT,NL,1,155,82,72,4,N
sew el l u 01m ,1945,SLA,AL,1,154,81,70,3,N
so uth bi 01m,1945,SLN,NL,1,155,95,59,2,N
bluegos01m,1945,WS1,AL,1,156,87,67,2,N
c r o nij o0 1m ,1946,BOS,AL,1,156,104,50,1,N
durocle01m,1946,BRO,NL,1,157,96,60,2,N
s outhb i0 1 m ,1946,BSN,NL,1,154,81,72,4,N
dy ke sj i01 m ,1946,CHA,AL,1,30,10,20,5,N
lyonste01m,1946,CHA,AL,2,125,64,60,5,Y
grimmch01m,1946,CHN,NL,1,155,82,71,3,N
mckecbi01m,1946,CIN,NL,1,152,64,86,6,N
gow dyh a0 1 m,1946,CIN,NL,2,4,3,1,6,N
boudrlo01m,1946,CLE,AL,1,156,68,86,6,Y
oneilst01m,1946,DET,AL,1,155,92,62,2,N
ottm e01m ,1946,NY1,NL,1,154,61,93,8,Y
mccarjo99m,1946,NYA,AL,1,35,22,13,3,N
dickebi01m,1946,NYA,AL,2,105,57,48,3,Y
n eu njo 01 m ,1946,NYA,AL,3,14,8,6,3,N
mackco01m,1946,PHA,AL,1,155,49,105,8,N
c h a pmbe 01 m ,1946,PHI,NL,1,155,69,85,5,Y
friscfr01m,1946,PIT,NL,1,152,62,89,7,N
d avis sp0 1 m,1946,PIT,NL,2,3,1,2,7,N
sewellu01m,1946,SLA,AL,1,125,53,71,7,N
tayloza02m,1946,SLA,AL,2,31,13,17,7,N
dyered01m,1946,SLN,NL,1,156,98,58,1,N
b l ueg os01 m,1946,WS1,AL,1,155,76,78,4,N
cronijo01m,1947,BOS,AL,1,157,83,71,3,N
suk efcl01m ,1947,BRO,NL,1,2,2,0,1,N
sho tt bu 01m ,1947,BRO,NL,2,153,92,60,1,N
s ou thb i 01 m,1947,BSN,NL,1,154,86,68,3,N
l y o nste 01m,1947,CHA,AL,1,155,70,84,6,N
grim mch 01 m ,1947,CHN,NL,1,155,69,85,6,N
ne un j o01m,1947,CIN,NL,1,154,73,81,5,N
boudrlo01m,1947,CLE,AL,1,157,80,74,4,Y
oneilst01m,1947,DET,AL,1,158,85,69,2,N
ottme01m,1947,NY1,NL,1,155,81,73,4,Y
harrib u 01m ,1947,NYA,AL,1,155,97,57,1,N
mack c o 0 1m,1947,PHA,AL,1,156,78,76,5,N
chapmbe01m,1947,PHI,NL,1,155,62,92,8,N
herm a b i01m ,1947,PIT,NL,1,155,61,92,7,Y
burwebi01m,1947,PIT,NL,2,1,1,0,7,N
ruelmu01m,1947,SLA,AL,1,154,59,95,8,N
d yered01 m,1947,SLN,NL,1,156,89,65,2,N
bluegos01m,1947,WS1,AL,1,154,64,90,7,N
m c c ar jo 9 9 m ,1948,BOS,AL,1,155,96,59,2,N
durocle01m,1948,BRO,NL,1,73,35,37,3,N
bladera01m,1948,BRO,NL,2,1,1,0,3,N
shottbu 01m,1948,BRO,NL,3,81,48,33,3,N
southbi01m ,1948,BSN,NL,1,154,91,62,1,N
lyonste01m,1948,CHA,AL,1,154,51,101,8,N
g r im m c h01 m ,1948,CHN,NL,1,155,64,90,8,N
ne u n jo0 1m ,1948,CIN,NL,1,100,44,56,7,N
w a l t ebu0 1 m,1948,CIN,NL,2,53,20,33,7,Y
boudrlo01m,1948,CLE,AL,1,156,97,58,1,Y
oneilst01m,1948,DET,AL,1,154,78,76,5,N
ottme01m,1948,NY1,NL,1,76,37,38,5,N
durocle01m,1948,NY1,NL,2,79,41,38,5,N
h a r r i bu01m ,1948,NYA,AL,1,154,94,60,3,N
m a ckco 01m,1948,PHA,AL,1,154,84,70,4,N
chapmbe01m,1948,PHI,NL,1,79,37,42,6,N
co ok edu 01m,1948,PHI,NL,2,13,6,6,6,N
sa wyeed9 9 m,1948,PHI,NL,3,63,23,40,6,N
mey e r bi 0 1m ,1948,PIT,NL,1,156,83,71,4,N
tayloza02m,1948,SLA,AL,1,155,59,94,6,N
d yer ed01m ,1948,SLN,NL,1,155,85,69,2,N
kuheljo01m,1948,WS1,AL,1,154,56,97,7,N
mccarjo99m,1949,BOS,AL,1,155,96,58,2,N
shot t bu0 1 m ,1949,BRO,NL,1,156,97,57,1,N
so uthbi 01 m ,1949,BSN,NL,1,111,55,54,4,N
coonejo01m,1949,BSN,NL,2,46,20,25,4,N
o ns loja0 1 m,1949,CHA,AL,1,154,63,91,6,N
grimmch01m,1949,CHN,NL,1,50,19,31,8,N
fris c f r 01m,1949,CHN,NL,2,104,42,62,8,N
wal tebu01m ,1949,CIN,NL,1,153,61,90,7,N
sew ellu0 1m,1949,CIN,NL,2,3,1,2,7,N
boudrlo01m,1949,CLE,AL,1,154,89,65,3,Y
ro lf ere01 m,1949,DET,AL,1,155,87,67,4,N
durocle01m,1949,NY1,NL,1,156,73,81,5,N
stengca01 m ,1949,NYA,AL,1,155,97,57,1,N
mackco01m,1949,PHA,AL,1,154,81,73,5,N
saw yee d 99m ,1949,PHI,NL,1,154,81,73,3,N
meyerbi01m,1949,PIT,NL,1,154,71,83,6,N
t a y lo za0 2m ,1949,SLA,AL,1,155,53,101,7,N
dyered01m,1949,SLN,NL,1,157,96,58,2,N
k u h el j o 01 m,1949,WS1,AL,1,154,50,104,8,N
m cc a r jo9 9 m,1950,BOS,AL,1,59,31,28,3,N
onei l st 01 m,1950,BOS,AL,2,95,63,32,3,N
shott bu01 m ,1950,BRO,NL,1,155,89,65,2,N
s o uthbi01m,1950,BSN,NL,1,156,83,71,4,N
o ns l oj a0 1 m,1950,CHA,AL,1,31,8,22,6,N
c or r i r e 0 1m,1950,CHA,AL,2,125,52,72,6,N
friscfr01m,1950,CHN,NL,1,154,64,89,7,N
sewellu01m,1950,CIN,NL,1,153,66,87,6,N
bou d r lo 0 1m ,1950,CLE,AL,1,155,92,62,4,Y
r o lfer e01 m ,1950,DET,AL,1,157,95,59,2,N
durocle01m,1950,NY1,NL,1,154,86,68,3,N
stengca01m,1950,NYA,AL,1,155,98,56,1,N
mac kco01 m ,1950,PHA,AL,1,154,52,102,8,N
sawyeed99m,1950,PHI,NL,1,157,91,63,1,N
m ey er bi01m ,1950,PIT,NL,1,154,57,96,8,N
tayloza02m,1950,SLA,AL,1,154,58,96,7,N
dyered01m,1950,SLN,NL,1,153,78,75,5,N
harribu01m,1950,WS1,AL,1,155,67,87,5,N
o ne il s t 0 1 m,1951,BOS,AL,1,154,87,67,3,N
dressch01m,1951,BRO,NL,1,158,97,60,2,N
southbi01m,1951,BSN,NL,1,60,28,31,4,N
holmeto01m,1951,BSN,NL,2,95,48,47,4,Y
richapa01m,1951,CHA,AL,1,155,81,73,4,N
f ri scf r01m,1951,CHN,NL,1,81,35,45,8,N
cavarph01m,1951,CHN,NL,2,74,27,47,8,Y
sew e llu 0 1m,1951,CIN,NL,1,155,68,86,6,N
lopezal01m,1951,CLE,AL,1,155,93,61,2,N
r olf er e0 1 m ,1951,DET,AL,1,154,73,81,5,N
durocle01m,1951,NY1,NL,1,157,98,59,1,N
stengc a01m,1951,NYA,AL,1,154,98,56,1,N
dykesji01m,1951,PHA,AL,1,154,70,84,6,N
s aw yeed99m ,1951,PHI,NL,1,154,73,81,5,N
meye rbi01 m ,1951,PIT,NL,1,155,64,90,7,N
tayloza02m,1951,SLA,AL,1,154,52,102,8,N
marioma01m,1951,SLN,NL,1,155,81,73,3,N
harr i bu0 1 m ,1951,WS1,AL,1,154,62,92,7,N
b oudrl o0 1m,1952,BOS,AL,1,154,76,78,6,Y
dr es sch01m,1952,BRO,NL,1,155,96,57,1,N
h o lmet o0 1m,1952,BSN,NL,1,35,13,22,7,N
grimmch01m,1952,BSN,NL,2,120,51,67,7,N
ri cha p a0 1m,1952,CHA,AL,1,156,81,73,3,N
cavarph01m,1952,CHN,NL,1,155,77,77,5,Y
se wel lu 01m,1952,CIN,NL,1,98,39,59,6,N
b r ucke a 0 1m,1952,CIN,NL,2,5,3,2,6,N
hornsro01m,1952,CIN,NL,3,51,27,24,6,N
lope zal 01m ,1952,CLE,AL,1,155,93,61,2,N
rolfere01m,1952,DET,AL,1,73,23,49,8,N
h u tc hfr01m ,1952,DET,AL,2,83,27,55,8,Y
durocl e01m,1952,NY1,NL,1,154,92,62,2,N
stengca01m,1952,NYA,AL,1,154,95,59,1,N
dykesji01m,1952,PHA,AL,1,155,79,75,4,N
sawyeed99m,1952,PHI,NL,1,63,28,35,4,N
o ne i lst01m ,1952,PHI,NL,2,91,59,32,4,N
meyerbi01m,1952,PIT,NL,1,155,42,112,8,N
hor nsro 01m,1952,SLA,AL,1,51,22,29,7,N
marioma01m,1952,SLA,AL,2,104,42,61,7,Y
st an k e d 01 m,1952,SLN,NL,1,154,88,66,3,Y
harribu01m,1952,WS1,AL,1,157,78,76,5,N
boudrlo0 1m,1953,BOS,AL,1,153,84,69,4,N
dressc h 01 m,1953,BRO,NL,1,155,105,49,1,N
richapa01m,1953,CHA,AL,1,156,89,65,3,N
cavarph01m,1953,CHN,NL,1,155,65,89,7,Y
hornsro01m,1953,CIN,NL,1,147,64,82,6,N
millsbu01m,1953,CIN,NL,2,8,4,4,6,N
lop e z al 01m ,1953,CLE,AL,1,155,92,62,2,N
hutchfr01m,1953,DET,AL,1,158,60,94,6,Y
grimmch01m,1953,ML1,NL,1,157,92,62,2,N
du r o c le01m ,1953,NY1,NL,1,155,70,84,5,N
st eng ca0 1 m,1953,NYA,AL,1,151,99,52,1,N
dy k esji0 1m ,1953,PHA,AL,1,157,59,95,7,N
o n eil st 01 m,1953,PHI,NL,1,156,83,71,4,N
h an eyfr01 m,1953,PIT,NL,1,154,50,104,8,N
ma ri oma 0 1 m,1953,SLA,AL,1,154,54,100,8,Y
stanked01m,1953,SLN,NL,1,157,83,71,3,Y
h a r ribu 0 1 m,1953,WS1,AL,1,152,76,76,5,N
dykesji01m,1954,BAL,AL,1,154,54,100,7,N
boudrlo01m,1954,BOS,AL,1,156,69,85,4,N
alstowa01m,1954,BRO,NL,1,154,92,62,2,N
ri chapa 0 1 m,1954,CHA,AL,1,146,91,54,3,N
marioma01m,1954,CHA,AL,2,9,3,6,3,N
hackst01m,1954,CHN,NL,1,154,64,90,7,N
t ebbebi01m,1954,CIN,NL,1,154,74,80,5,N
lo pez al 0 1m,1954,CLE,AL,1,156,111,43,1,N
hutchf r01m,1954,DET,AL,1,155,68,86,5,N
grimmch01m,1954,ML1,NL,1,154,89,65,3,N
duro cle 0 1m,1954,NY1,NL,1,154,97,57,1,N
stengca01m,1954,NYA,AL,1,155,103,51,2,N
j o os t ed 01 m,1954,PHA,AL,1,156,51,103,8,Y
oneil s t01 m ,1954,PHI,NL,1,77,40,37,4,N
moorete01m,1954,PHI,NL,2,77,35,42,4,N
ha ne yf r01m,1954,PIT,NL,1,154,53,101,8,N
s tan k e d01m,1954,SLN,NL,1,154,72,82,6,N
harribu01m,1954,WS1,AL,1,155,66,88,6,N
r icha p a01m ,1955,BAL,AL,1,156,57,97,7,N
higgipi01m,1955,BOS,AL,1,154,84,70,4,N
a ls to wa 0 1 m,1955,BRO,NL,1,154,98,55,1,N
marioma01m,1955,CHA,AL,1,155,91,63,3,N
h ackst 0 1m,1955,CHN,NL,1,154,72,81,6,N
t ebbe bi 01 m ,1955,CIN,NL,1,154,75,79,5,N
lopezal01m,1955,CLE,AL,1,154,93,61,2,N
h ar ribu0 1m,1955,DET,AL,1,154,79,75,5,N
boudrlo01m,1955,KC1,AL,1,155,63,91,6,N
grimmch01m ,1955,ML1,NL,1,154,85,69,2,N
d u rocle0 1m,1955,NY1,NL,1,154,80,74,3,N
stengca01m,1955,NYA,AL,1,154,96,58,1,N
smithma01m,1955,PHI,NL,1,154,77,77,4,N
haneyfr01m,1955,PIT,NL,1,154,60,94,8,N
stanked01m,1955,SLN,NL,1,36,17,19,7,N
wa lkeh a01m,1955,SLN,NL,2,118,51,67,7,Y
dressch01m,1955,WS1,AL,1,154,53,101,8,N
richapa01m,1956,BAL,AL,1,154,69,85,6,N
h ig gipi0 1 m ,1956,BOS,AL,1,155,84,70,4,N
a l sto wa 01m ,1956,BRO,NL,1,154,93,61,1,N
m ario ma 01 m,1956,CHA,AL,1,154,85,69,3,N
hackst01m,1956,CHN,NL,1,157,60,94,8,N
tebbe bi0 1 m,1956,CIN,NL,1,155,91,63,3,N
lopezal01m,1956,CLE,AL,1,155,88,66,2,N
har rib u01 m,1956,DET,AL,1,155,82,72,5,N
bo u drl o0 1 m ,1956,KC1,AL,1,154,52,102,8,N
grimmch01m,1956,ML1,NL,1,46,24,22,2,N
hane yfr 01m,1956,ML1,NL,2,109,68,40,2,N
rignebi01m,1956,NY1,NL,1,154,67,87,6,N
stengca01m,1956,NYA,AL,1,154,97,57,1,N
sm i thm a01m,1956,PHI,NL,1,154,71,83,5,N
b ragab o01m,1956,PIT,NL,1,157,66,88,7,N
hutchfr01m,1956,SLN,NL,1,156,76,78,4,N
dr ess ch01m ,1956,WS1,AL,1,155,59,95,7,N
r i c h apa01m,1957,BAL,AL,1,154,76,76,5,N
higgipi01m,1957,BOS,AL,1,154,82,72,3,N
alstowa01m,1957,BRO,NL,1,154,84,70,3,N
lopezal01m,1957,CHA,AL,1,155,90,64,2,N
sc h ef b o01m,1957,CHN,NL,1,156,62,92,8,N
t ebbe bi 01m ,1957,CIN,NL,1,154,80,74,4,N
fa rrek e0 1m ,1957,CLE,AL,1,153,76,77,6,N
tig he ja9 9m,1957,DET,AL,1,154,78,76,4,N
b o u drl o01 m ,1957,KC1,AL,1,104,36,67,7,N
cra f t ha 01m,1957,KC1,AL,2,50,23,27,7,N
haneyfr01m,1957,ML1,NL,1,155,95,59,1,N
rignebi01m,1957,NY1,NL,1,154,69,85,6,N
s te n g c a01 m ,1957,NYA,AL,1,154,98,56,1,N
smithma01m,1957,PHI,NL,1,156,77,77,5,N
bra ga b o 0 1 m ,1957,PIT,NL,1,104,36,67,7,N
m urt ada 01m ,1957,PIT,NL,2,51,26,25,7,N
hutchfr01m,1957,SLN,NL,1,154,87,67,2,N
dress ch 0 1m,1957,WS1,AL,1,20,4,16,8,N
lavagco01m,1957,WS1,AL,2,134,51,83,8,N
richapa01m,1958,BAL,AL,1,154,74,79,6,N
h ig gi pi01m ,1958,BOS,AL,1,155,79,75,3,N
lopezal01m,1958,CHA,AL,1,155,82,72,2,N
schefbo01m,1958,CHN,NL,1,154,72,82,6,N
tebbebi01m,1958,CIN,NL,1,113,52,61,4,N
dykesji01m,1958,CIN,NL,2,41,24,17,4,N
bragabo01m,1958,CLE,AL,1,67,31,36,4,N
gordojo01m,1958,CLE,AL,2,86,46,40,4,N
tigheja99m,1958,DET,AL,1,49,21,28,5,N
no rmabi01m,1958,DET,AL,2,105,56,49,5,N
c ra f th a01m ,1958,KC1,AL,1,156,73,81,7,N
al s towa0 1 m,1958,LAN,NL,1,154,71,83,7,N
haneyfr01m,1958,ML1,NL,1,154,92,62,1,N
steng ca01 m,1958,NYA,AL,1,155,92,62,1,N
sm ith m a01m,1958,PHI,NL,1,84,39,45,8,N
sawyee d9 9m ,1958,PHI,NL,2,70,30,40,8,N
murtada01m,1958,PIT,NL,1,154,84,70,2,N
rignebi01m,1958,SFN,NL,1,154,80,74,3,N
hutchfr 01 m,1958,SLN,NL,1,144,69,75,5,N
hackst01m,1958,SLN,NL,2,10,3,7,5,N
l a va g c o 01 m,1958,WS1,AL,1,156,61,93,8,N
ric h ap a 01 m ,1959,BAL,AL,1,155,74,80,6,N
higgipi01m,1959,BOS,AL,1,73,31,42,8,N
yorkru01m,1959,BOS,AL,2,1,0,1,5,N
j ur gebi01m,1959,BOS,AL,3,80,44,36,5,N
lopezal01m,1959,CHA,AL,1,156,94,60,1,N
sc h ef b o0 1 m ,1959,CHN,NL,1,155,74,80,6,N
smi th ma 01m,1959,CIN,NL,1,80,35,45,5,N
h u tchfr01 m ,1959,CIN,NL,2,74,39,35,5,N
gordojo01m,1959,CLE,AL,1,154,89,65,2,N
normabi01m,1959,DET,AL,1,17,2,15,4,N
d y k es j i 01 m,1959,DET,AL,2,137,74,63,4,N
craftha01m,1959,KC1,AL,1,154,66,88,7,N
alstowa01m,1959,LAN,NL,1,156,88,68,1,N
haneyfr01m,1959,ML1,NL,1,157,86,70,2,N
steng ca 01m ,1959,NYA,AL,1,155,79,75,3,N
s a w y eed 9 9m,1959,PHI,NL,1,155,64,90,8,N
murt ad a0 1m ,1959,PIT,NL,1,155,78,76,4,N
rigneb i 01m,1959,SFN,NL,1,154,83,71,3,N
hemusso01m,1959,SLN,NL,1,154,71,83,7,Y
lavagc o0 1m ,1959,WS1,AL,1,154,63,91,8,N
r i c ha pa 0 1m ,1960,BAL,AL,1,154,89,65,2,N
jurgebi01m,1960,BOS,AL,1,42,15,27,7,N
bakerde01m,1960,BOS,AL,2,7,2,5,7,N
h i ggipi 01 m ,1960,BOS,AL,3,105,48,57,7,N
lo pe z al0 1 m,1960,CHA,AL,1,154,87,67,3,N
grimmch01m,1960,CHN,NL,1,17,6,11,7,N
boudrlo01m,1960,CHN,NL,2,139,54,83,7,N
hutchfr 01m,1960,CIN,NL,1,154,67,87,6,N
g ord o jo 01 m ,1960,CLE,AL,1,95,49,46,4,N
wh ite j o 01 m,1960,CLE,AL,2,1,1,0,4,N
dykesji01m,1960,CLE,AL,3,58,26,32,4,N
dykesji01m,1960,DET,AL,1,96,44,52,6,N
hitchbi01m,1960,DET,AL,2,1,1,0,6,N
gordojo01m,1960,DET,AL,3,57,26,31,6,N
el li obo 01 m ,1960,KC1,AL,1,155,58,96,8,N
a lstowa0 1m ,1960,LAN,NL,1,154,82,72,4,N
d r e s sch 01m ,1960,ML1,NL,1,154,88,66,2,N
stengca01m,1960,NYA,AL,1,155,97,57,1,N
sawyeed99m,1960,PHI,NL,1,1,0,1,8,N
cohenan01m,1960,PHI,NL,2,1,1,0,8,N
mauchge01m,1960,PHI,NL,3,152,58,94,8,N
murtada01m,1960,PIT,NL,1,155,95,59,1,N
rignebi01m,1960,SFN,NL,1,58,33,25,5,N
sheehto02m,1960,SFN,NL,2,98,46,50,5,N
hemusso01m,1960,SLN,NL,1,155,86,68,3,N
lavagco01m,1960,WS1,AL,1,154,73,81,5,N
ri cha pa01 m ,1961,BAL,AL,1,136,78,57,3,N
harrilu01m,1961,BAL,AL,2,27,17,10,3,N
higgipi01m,1961,BOS,AL,1,163,76,86,6,N
l opezal 01m,1961,CHA,AL,1,163,86,76,4,N
himsl ve 99m,1961,CHN,NL,1,11,5,6,6,N
craftha01m,1961,CHN,NL,2,12,4,8,7,N
him sl v e99m,1961,CHN,NL,3,17,5,12,7,N
tapp eel01m,1961,CHN,NL,4,2,2,0,7,N
craf tha 01m,1961,CHN,NL,5,4,3,1,7,N
himslve99m,1961,CHN,NL,6,4,0,3,7,N
tappeel01m,1961,CHN,NL,7,79,35,43,7,N
kleinlo01m,1961,CHN,NL,8,11,5,6,7,N
tappeel01 m,1961,CHN,NL,9,16,5,11,7,N
hutc hf r 0 1 m,1961,CIN,NL,1,154,93,61,1,N
dykesji01m,1961,CLE,AL,1,160,77,83,5,N
hardeme01m,1961,CLE,AL,2,1,1,0,5,N
s ch efbo01 m ,1961,DET,AL,1,163,101,61,2,N
gordojo01m,1961,KC1,AL,1,60,26,33,9,N
ba uer ha 01m,1961,KC1,AL,2,102,35,67,9,Y
r igne bi01m,1961,LAA,AL,1,162,70,91,8,N
a l st ow a01 m ,1961,LAN,NL,1,154,89,65,2,N
lavagc o01 m ,1961,MIN,AL,1,49,19,30,7,N
melesa01m,1961,MIN,AL,2,7,2,5,7,N
l a va gco0 1m ,1961,MIN,AL,3,10,4,6,7,N
melesa01m,1961,MIN,AL,4,95,45,49,7,N
dressch01m,1961,ML1,NL,1,130,71,58,4,N
teb b ebi 01 m,1961,ML1,NL,2,25,12,13,4,N
houkra01m,1961,NYA,AL,1,163,109,53,1,N
mauchge01m,1961,PHI,NL,1,155,47,107,8,N
murtada0 1 m,1961,PIT,NL,1,154,75,79,6,N
dark al01m,1961,SFN,NL,1,155,85,69,3,N
h emu ss o 01m,1961,SLN,NL,1,75,33,41,5,N
keanejo99m,1961,SLN,NL,2,80,47,33,5,N
vernomi01m,1961,WS2,AL,1,161,61,100,9,N
h it ch b i01m,1962,BAL,AL,1,162,77,85,7,N
higg i pi01m,1962,BOS,AL,1,160,76,84,8,N
l o pezal01 m ,1962,CHA,AL,1,162,85,77,5,N
tapp ee l01m,1962,CHN,NL,1,20,4,16,9,Y
kleinlo01m,1962,CHN,NL,2,30,12,18,9,N
m e t roch 01m,1962,CHN,NL,3,112,43,69,9,N
hutchfr01m,1962,CIN,NL,1,162,98,64,3,N
mcgahme99m,1962,CLE,AL,1,160,78,82,6,N
har d em e 01 m ,1962,CLE,AL,2,2,2,0,6,N
schefbo01m,1962,DET,AL,1,161,85,76,4,N
cra f t h a0 1 m ,1962,HOU,NL,1,162,64,96,8,N
bauerha01m,1962,KC1,AL,1,162,72,90,9,N
rignebi01m,1962,LAA,AL,1,162,86,76,3,N
alstowa01m,1962,LAN,NL,1,165,102,63,2,N
m ele s a0 1m,1962,MIN,AL,1,163,91,71,2,N
tebbebi01m,1962,ML1,NL,1,162,86,76,5,N
houkra01m,1962,NYA,AL,1,162,96,66,1,N
s ten gc a0 1m ,1962,NYN,NL,1,161,40,120,10,N
mauchge01m,1962,PHI,NL,1,161,81,80,7,N
murtada01m,1962,PIT,NL,1,161,93,68,4,N
darkal01m,1962,SFN,NL,1,165,103,62,1,N
kea nej o99m ,1962,SLN,NL,1,163,84,78,6,N
ver nom i0 1m ,1962,WS2,AL,1,162,60,101,10,N
h itchbi0 1 m,1963,BAL,AL,1,162,86,76,4,N
peskyjo01m,1963,BOS,AL,1,161,76,85,7,N
lopezal01 m,1963,CHA,AL,1,162,94,68,2,N
k e n ne b o01 m ,1963,CHN,NL,1,162,82,80,7,N
hu t ch f r 0 1 m,1963,CIN,NL,1,162,86,76,5,N
tebbebi01m,1963,CLE,AL,1,162,79,83,6,N
schefbo01m,1963,DET,AL,1,60,24,36,5,N
d r e s s ch01m ,1963,DET,AL,2,102,55,47,5,N
craftha01m,1963,HOU,NL,1,162,66,96,9,N
lop ate d 01m ,1963,KC1,AL,1,162,73,89,8,N
r ign eb i 01m ,1963,LAA,AL,1,161,70,91,9,N
alstowa01m,1963,LAN,NL,1,163,99,63,1,N
m ele s a01 m ,1963,MIN,AL,1,161,91,70,3,N
bragabo01m,1963,ML1,NL,1,163,84,78,6,N
h oukr a01m ,1963,NYA,AL,1,161,104,57,1,N
stengca01m,1963,NYN,NL,1,162,51,111,10,N
mauchge01m,1963,PHI,NL,1,162,87,75,4,N
murtada01m,1963,PIT,NL,1,162,74,88,8,N
darkal01m,1963,SFN,NL,1,162,88,74,3,N
keanejo99m,1963,SLN,NL,1,162,93,69,2,N
vernomi01m,1963,WS2,AL,1,40,14,26,10,N
yosted01m,1963,WS2,AL,2,1,0,1,10,N
hod g eg i01m,1963,WS2,AL,3,121,42,79,10,N
bauerha01m,1964,BAL,AL,1,163,97,65,3,N
p e s k yjo 0 1m,1964,BOS,AL,1,160,70,90,8,N
hermabi01m,1964,BOS,AL,2,2,2,0,8,N
lop e z a l01m,1964,CHA,AL,1,162,98,64,2,N
ke nn e b o01 m,1964,CHN,NL,1,162,76,86,8,N
hutchfr01m,1964,CIN,NL,1,100,54,45,2,N
si sl edi0 1 m,1964,CIN,NL,2,6,3,3,2,N
hutchfr01m,1964,CIN,NL,3,10,6,4,2,N
si s l e d i 01 m ,1964,CIN,NL,4,47,29,18,2,N
stricge01m,1964,CLE,AL,1,73,33,39,6,N
te b be bi0 1 m,1964,CLE,AL,2,91,46,44,6,N
d r es sc h 01m,1964,DET,AL,1,163,85,77,4,N
craftha01m,1964,HOU,NL,1,149,61,88,9,N
h a rr il u01m,1964,HOU,NL,2,13,5,8,9,N
lopated01m,1964,KC1,AL,1,52,17,35,10,N
m cg a hm e99 m ,1964,KC1,AL,2,111,40,70,10,N
ri gne b i01m ,1964,LAA,AL,1,162,82,80,5,N
alstowa01m,1964,LAN,NL,1,164,80,82,7,N
melesa01m,1964,MIN,AL,1,163,79,83,6,N
bragabo01m,1964,ML1,NL,1,162,88,74,5,N
berrayo01m,1964,NYA,AL,1,164,99,63,1,N
ste ng ca 01m ,1964,NYN,NL,1,163,53,109,10,N
ma u chg e0 1 m ,1964,PHI,NL,1,162,92,70,2,N
m u r tada01m,1964,PIT,NL,1,162,80,82,6,N
darkal01m,1964,SFN,NL,1,162,90,72,4,N
keanejo99m,1964,SLN,NL,1,162,93,69,1,N
h odge gi01m ,1964,WS2,AL,1,162,62,100,9,N
bauerha01m,1965,BAL,AL,1,162,94,68,3,N
hermabi01m,1965,BOS,AL,1,162,62,100,9,N
rig n eb i0 1 m,1965,CAL,AL,1,162,75,87,7,N
lopezal01m,1965,CHA,AL,1,162,95,67,2,N
k enneb o0 1 m,1965,CHN,NL,1,58,24,32,8,N
kleinlo 01m,1965,CHN,NL,2,106,48,58,8,N
si sle di 01m ,1965,CIN,NL,1,162,89,73,4,N
tebbebi01m,1965,CLE,AL,1,162,87,75,5,N
swi f tbo01m ,1965,DET,AL,1,42,24,18,4,N
dressch01m,1965,DET,AL,2,120,65,55,4,N
h arrilu0 1m,1965,HOU,NL,1,162,65,97,9,N
mcg a hme99 m,1965,KC1,AL,1,26,5,21,10,N
s ull i ha02 m ,1965,KC1,AL,2,136,54,82,10,N
a lsto wa0 1m,1965,LAN,NL,1,162,97,65,1,N
mel es a01m,1965,MIN,AL,1,162,102,60,1,N
bragabo01m,1965,ML1,NL,1,162,86,76,5,N
keanejo99m,1965,NYA,AL,1,162,77,85,6,N
stengca01m,1965,NYN,NL,1,96,31,64,10,N
westrwe01m,1965,NYN,NL,2,68,19,48,10,N
mauchge01m,1965,PHI,NL,1,162,85,76,6,N
walkeha01m,1965,PIT,NL,1,163,90,72,3,N
f ra nkhe 01m ,1965,SFN,NL,1,163,95,67,2,N
sc hoer e01 m,1965,SLN,NL,1,162,80,81,7,N
hodgegi01m,1965,WS2,AL,1,162,70,92,8,N
bragabo01m,1966,ATL,NL,1,112,52,59,5,N
h it ch bi01m,1966,ATL,NL,2,51,33,18,5,N
bauerha01m,1966,BAL,AL,1,160,97,63,1,N
h e r ma bi01 m,1966,BOS,AL,1,146,64,82,9,N
r unnep e0 1m ,1966,BOS,AL,2,16,8,8,9,N
rignebi01m,1966,CAL,AL,1,162,80,82,6,N
stanked01m,1966,CHA,AL,1,163,83,79,4,N
durocle01m,1966,CHN,NL,1,162,59,103,10,N
heffnd o 0 1m,1966,CIN,NL,1,83,37,46,7,N
