managerID,yearID,teamID,lgID,inseason,G,W,L,rank,plyrMgr
wr ighha0 1m ,1871,BS1,,1,31,20,10,3,Y
woodji0 1m ,1871,CH1,,1,28,19,9,2,Y
p ab o r c h01m,1871,CL1,,1,29,10,19,8,Y
lennobi01m,1871,FW1,,1,14,5,9,8,Y
de an e ha01 m,1871,FW1,,2,5,2,3,8,Y
ferg ubo01 m ,1871,NY2,,1,33,16,17,5,Y
mc bri di 0 1 m ,1871,PH1,,1,28,21,7,1,Y
hastisc01m,1871,RC1,,1,25,4,21,9,Y
pikeli01m,1871,TRO,,1,4,1,3,6,Y
c r ave b i0 1m,1871,TRO,,2,25,12,12,6,Y
yo ung ni 99 m,1871,WS3,,1,32,15,15,4,N
c rav eb i0 1m,1872,BL1,,1,41,27,13,2,Y
mi l ls ev 0 1 m,1872,BL1,,2,17,8,6,2,Y
clintji01m,1872,BR1,,1,11,0,11,9,Y
w oo dj i01m,1872,BR1,,2,18,3,15,9,Y
fergubo01m,1872,BR2,,1,37,9,28,7,Y
wrighha01m,1872,BS1,,1,48,39,8,1,Y
hastisc01m,1872,CL1,,1,20,6,14,7,Y
whi te d e01m,1872,CL1,,2,2,0,2,7,Y
cl a ppjo 01m,1872,MID,,1,24,5,19,9,Y
p earc di0 1m,1872,NY2,,1,16,10,6,3,Y
hatfijo01m,1872,NY2,,2,40,24,14,3,Y
mcbridi01m,1872,PH1,,1,47,30,14,2,Y
woodji01m,1872,TRO,,1,25,15,10,5,Y
y oungn i 9 9m,1872,WS3,,1,9,2,7,8,N
millejo01m,1872,WS4,,1,11,0,11,11,Y
m cvey c a 0 1 m,1873,BL1,,1,33,20,13,3,Y
careyto01m,1873,BL1,,2,24,14,9,3,Y
smithbi01m,1873,BL4,,1,5,0,5,9,Y
f e r g u b o 01m,1873,BR2,,1,55,17,37,6,Y
wrighha01m,1873,BS1,,1,60,43,16,1,Y
allisdo01m,1873,ELI,,1,23,2,21,8,N
hatfijo01m,1873,NY2,,1,28,11,17,4,Y
startjo01m,1873,NY2,,2,25,18,7,4,Y
mcbridi01m,1873,PH1,,1,52,28,23,4,Y
malonf e0 1 m,1873,PH2,,1,10,8,2,2,Y
wo o dji 0 1m ,1873,PH2,,2,43,28,15,2,Y
youngni99m,1873,WS5,,1,39,8,31,7,N
whitewa01m,1874,BL1,,1,47,9,38,8,Y
f e rgu b o 0 1m,1874,BR2,,1,56,22,33,6,Y
wrighha01m,1874,BS1,,1,71,52,18,1,Y
malo n fe 01m,1874,CH2,,1,36,18,18,5,Y
woodji01m,1874,CH2,,2,23,10,13,5,N
pikeli01m,1874,HR1,,1,53,16,37,7,Y
c ar eyto0 1 m,1874,NY2,,1,25,13,12,2,Y
highadi01m,1874,NY2,,2,40,29,11,2,Y
mc bri d i01m,1874,PH1,,1,56,33,23,3,Y
craveb i01 m ,1874,PH2,,1,58,29,29,4,Y
pa bor ch 01m ,1875,BR2,,1,42,2,40,12,Y
boydbi01m,1875,BR2,,2,2,0,2,12,Y
wrighha01m,1875,BS1,,1,82,71,8,1,Y
wood ji01 m,1875,CH2,,1,69,30,37,6,N
fergubo01m,1875,HR1,,1,86,54,28,3,Y
simmojo01m,1875,KEO,,1,13,1,12,12,Y
gouldch01m,1875,NH1,,1,23,2,21,8,Y
l a t haju01m ,1875,NH1,,2,18,4,14,8,Y
paborch01m,1875,NH1,,3,6,1,5,8,Y
hicksna01m,1875,NY2,,1,71,30,38,7,Y
mcbridi01m,1875,PH1,,1,69,49,18,2,Y
ansonca01m,1875,PH1,,2,8,4,2,2,Y
m c gea mi01m,1875,PH2,,1,63,34,27,5,Y
addybo01m,1875,PH2,,2,7,3,4,5,Y
cravebi01m,1875,PH3,,1,14,2,12,11,Y
sweasch01m,1875,SL1,,1,19,4,15,8,Y
pearcdi01m,1875,SL2,,1,72,39,29,4,Y
h oll i ho0 1m ,1875,WS6,,1,20,4,16,10,Y
parksbi 0 1 m ,1875,WS6,,2,8,1,7,10,Y
wrighha01m,1876,BSN,NL,1,70,39,31,4,Y
spaldal 01 m,1876,CHN,NL,1,66,52,14,1,Y
gouldch01m,1876,CN1,NL,1,65,9,56,8,Y
f erg u b o 0 1m ,1876,HAR,NL,1,69,47,21,3,Y
chapmj a01 m,1876,LS1,NL,1,69,30,36,5,Y
cammebi99m,1876,NY3,NL,1,57,21,35,6,N
w r igh al9 9 m,1876,PHN,NL,1,60,14,45,7,N
graffma99m,1876,SL3,NL,1,56,39,17,2,N
mcmange99m,1876,SL3,NL,2,8,6,2,2,N
wrighha01m,1877,BSN,NL,1,61,42,18,1,Y
spaldal01m,1877,CHN,NL,1,60,26,33,5,Y
p i k eli0 1 m ,1877,CN1,NL,1,14,3,11,6,Y
add y b o 0 1m ,1877,CN1,NL,2,24,5,19,6,Y
mannija01m,1877,CN1,NL,3,20,7,12,6,Y
fergubo01m,1877,HAR,NL,1,60,31,27,3,Y
c hapm ja 01 m ,1877,LS1,NL,1,61,35,25,2,N
mcmange99m,1877,SL3,NL,1,60,28,32,4,N
wrighha01m,1878,BSN,NL,1,60,41,19,1,N
fergubo01m,1878,CHN,NL,1,61,30,30,4,Y
mcveyca01m,1878,CN1,NL,1,61,37,23,2,Y
c lappjo0 1 m,1878,IN1,NL,1,63,24,36,5,Y
chapmja01m,1878,ML2,NL,1,61,15,45,6,N
y o rk to 0 1m ,1878,PRO,NL,1,62,33,27,3,Y
clappjo01m,1879,BFN,NL,1,79,46,32,3,Y
wr ig hh a 0 1m,1879,BSN,NL,1,84,54,30,2,N
a ns o n ca0 1m ,1879,CHN,NL,1,64,41,21,4,Y
fli n t si0 1 m ,1879,CHN,NL,2,19,5,12,4,Y
mcc o rj i01 m,1879,CL2,NL,1,82,27,55,6,Y
whitede01m,1879,CN1,NL,1,18,9,9,5,Y
mcv eyca 01m ,1879,CN1,NL,2,63,34,28,5,Y
wr ig hg e0 1m ,1879,PRO,NL,1,85,59,25,1,Y
dorgami01m,1879,SR1,NL,1,43,17,26,7,Y
holbe bi01 m ,1879,SR1,NL,2,1,0,1,7,Y
maculji01m,1879,SR1,NL,3,27,5,21,7,Y
phillho99m,1879,TRN,NL,1,47,12,34,8,N
fergubo01m,1879,TRN,NL,2,30,7,22,8,Y
c r an esa 01m ,1880,BFN,NL,1,84,24,58,7,Y
wr ig hha01m,1880,BSN,NL,1,86,40,44,6,N
ansonca01m,1880,CHN,NL,1,86,67,17,1,Y
mccorji01m,1880,CL2,NL,1,85,47,37,3,Y
cl a p pjo01 m,1880,CN1,NL,1,82,21,59,8,Y
m cgea mi01m ,1880,PRO,NL,1,16,8,7,2,Y
wardjo01m,1880,PRO,NL,2,32,18,13,2,Y
dorgami01m,1880,PRO,NL,3,39,26,12,2,Y
fergubo01m,1880,TRN,NL,1,83,41,42,4,Y
bancrfr99m,1880,WOR,NL,1,85,40,43,5,N
orourji01m,1881,BFN,NL,1,83,45,38,3,Y
wri g h h a0 1m,1881,BSN,NL,1,83,38,45,6,N
a nso nca 01m ,1881,CHN,NL,1,84,56,28,1,Y
mcgeami01m,1881,CL2,NL,1,11,4,7,7,Y
cl app jo 0 1m ,1881,CL2,NL,2,74,32,41,7,Y
bancrfr99m,1881,DTN,NL,1,84,41,43,4,N
farreja02m,1881,PRO,NL,1,51,24,27,2,Y
y or kt o01 m,1881,PRO,NL,2,34,23,10,2,Y
fe rg u bo01m,1881,TRN,NL,1,85,39,45,5,Y
dorgami01m,1881,WOR,NL,1,56,24,32,8,Y
stoveha01m,1881,WOR,NL,2,27,8,18,8,Y
or ourj i0 1m ,1882,BFN,NL,1,84,45,39,3,Y
m yers h e01m ,1882,BL2,AA,1,74,19,54,6,Y
m orr ijo01 m,1882,BSN,NL,1,85,45,39,4,Y
ansonca01m,1882,CHN,NL,1,84,55,29,1,Y
mccorji01m,1882,CL2,NL,1,4,0,4,5,Y
dunlafr01m,1882,CL2,NL,2,80,42,36,5,Y
snydepo01m,1882,CN2,AA,1,80,55,25,1,Y
bancrfr99m,1882,DTN,NL,1,86,42,41,6,N
m a ck de 0 1 m ,1882,LS2,AA,1,80,42,38,3,Y
lathaju01m,1882,PH4,AA,1,75,41,34,2,Y
wrighha01m,1882,PRO,NL,1,84,52,32,2,N
p ra ttal0 1m,1882,PT1,AA,1,79,39,39,4,N
cu t hbn e 01m,1882,SL4,AA,1,80,37,43,5,Y
f er gubo01m,1882,TRN,NL,1,85,35,48,7,Y
b ro wn fr99m,1882,WOR,NL,1,41,9,32,8,N
bon dto0 1m ,1882,WOR,NL,2,6,2,4,8,Y
chapmja01m,1882,WOR,NL,3,37,7,30,8,N
or o ur ji 01m,1883,BFN,NL,1,98,52,45,5,Y
barnibi01m,1883,BL2,AA,1,96,28,68,8,Y
bu rdo j a 01 m,1883,BSN,NL,1,54,30,24,1,Y
morrijo01m,1883,BSN,NL,2,44,33,11,1,Y
ansonca01m,1883,CHN,NL,1,98,59,39,2,Y
bancrfr99m,1883,CL2,NL,1,100,55,42,4,N
phillho99m,1883,CL5,AA,1,97,32,65,6,N
snyde po0 1m,1883,CN2,AA,1,98,61,37,3,Y
chapm j a0 1 m,1883,DTN,NL,1,101,40,58,7,N
gerhajo01m,1883,LS2,AA,1,98,52,45,5,Y
c l ap pjo01m,1883,NY1,NL,1,98,46,50,6,Y
mutriji99m,1883,NY4,AA,1,97,54,42,4,N
knig h lo01m,1883,PH4,AA,1,98,66,32,1,Y
fe rg ubo 01 m,1883,PHI,NL,1,17,4,13,8,Y
p ur cebl01m,1883,PHI,NL,2,82,13,68,8,Y
wrigh h a01m,1883,PRO,NL,1,98,58,40,3,N
pr att al 01 m ,1883,PT1,AA,1,32,12,20,7,N
but l eo r9 9 m,1883,PT1,AA,2,53,17,36,7,N
batt i j o 01m,1883,PT1,AA,3,13,2,11,7,Y
sullit e0 1m,1883,SL4,AA,1,79,53,26,2,N
c omisch01 m ,1883,SL4,AA,2,19,12,7,2,Y
curti e d 99m,1884,ALT,UA,1,25,6,19,10,N
orour ji01 m,1884,BFN,NL,1,115,64,47,3,Y
barnibi01m,1884,BL2,AA,1,109,63,43,6,N
hend e bi 99 m ,1884,BLU,UA,1,106,58,47,4,N
t a yl o g e9 9 m,1884,BR3,AA,1,109,40,64,9,N
morr ijo01m ,1884,BSN,NL,1,116,73,38,2,Y
murnati01m,1884,BSU,UA,1,111,58,51,5,Y
a nsonc a 0 1m,1884,CHN,NL,1,113,62,50,5,Y
he ngl e d 99m ,1884,CHU,UA,1,74,34,39,5,N
bat tijo01 m,1884,CHU,UA,2,6,1,5,5,Y
ellicjo01m,1884,CHU,UA,3,13,6,6,5,Y
hac k e c h 99m ,1884,CL2,NL,1,113,35,77,7,N
sch m e g u9 9m ,1884,CL5,AA,1,110,69,39,2,N
whitewi01m,1884,CN2,AA,1,72,44,27,5,Y
snydepo01m,1884,CN2,AA,2,40,24,14,5,Y
olearda01m,1884,CNU,UA,1,35,20,15,3,Y
cranesa01m,1884,CNU,UA,2,70,49,21,3,Y
cha p mja0 1m ,1884,DTN,NL,1,114,28,84,8,N
giffoji99m,1884,IN2,AA,1,87,25,60,11,N
watk i b i01m,1884,IN2,AA,2,23,4,18,11,Y
wheelha 0 1 m,1884,KCU,UA,1,4,0,4,8,Y
p o rt e ma0 1m,1884,KCU,UA,2,16,3,13,8,Y
su ll i t e01m,1884,KCU,UA,3,62,13,46,8,Y
wa l shm i9 9m ,1884,LS2,AA,1,110,68,40,3,N
l o f tu t o01m,1884,MLU,UA,1,12,8,4,2,N
pr i ce j i 99 m ,1884,NY1,NL,1,100,56,42,4,N
w ard jo01m,1884,NY1,NL,2,16,6,8,4,Y
m ut r i j i9 9m,1884,NY4,AA,1,112,75,32,1,N
kni g hlo01m ,1884,PH4,AA,1,109,61,46,7,Y
w righ ha0 1m,1884,PHI,NL,1,113,39,73,6,N
malonfe01m,1884,PHU,UA,1,67,21,46,8,Y
bancrfr99m,1884,PRO,NL,1,114,84,28,1,N
m cknide99m ,1884,PT1,AA,1,12,4,8,10,N
fe r g ub o 01m,1884,PT1,AA,2,42,11,31,10,Y
ba t tijo0 1 m,1884,PT1,AA,3,13,6,7,10,Y
c r eam ge 01 m,1884,PT1,AA,4,8,0,8,10,Y
p hil lho 9 9 m ,1884,PT1,AA,5,35,9,24,10,N
moses fe 99 m,1884,RIC,AA,1,46,12,30,10,N
williji99m,1884,SL4,AA,1,85,51,33,4,N
comisch01m,1884,SL4,AA,2,25,16,7,4,Y
sullite01m,1884,SLU,UA,1,31,28,3,1,N
dunlafr01m,1884,SLU,UA,2,83,66,16,1,Y
thom pam99m,1884,SPU,UA,1,9,2,6,9,N
mortoch01m,1884,TL1,AA,1,110,46,58,8,Y
s i m m oj o01 m ,1884,WIL,UA,1,18,2,16,12,N
h o lliho0 1m,1884,WS7,AA,1,62,12,50,12,N
bicke 99 m ,1884,WS7,AA,2,1,0,1,12,N
scanlmi99m,1884,WSU,UA,1,114,47,65,7,N
galvipu01m,1885,BFN,NL,1,24,7,17,7,Y
chapmja01m,1885,BFN,NL,2,88,31,57,7,N
ba rn ibi01 m,1885,BL2,AA,1,110,41,68,8,N
h ac kec h 9 9m,1885,BR3,AA,1,37,15,22,5,N
b y rn e ch 99m,1885,BR3,AA,2,75,38,37,5,N
mo r ri jo 0 1m ,1885,BSN,NL,1,113,46,66,5,Y
an so n ca01 m,1885,CHN,NL,1,113,87,25,1,Y
cayloop99m,1885,CN2,AA,1,112,63,49,2,N
mo r t o ch0 1m ,1885,DTN,NL,1,38,7,31,6,Y
wat k ib i 01 m ,1885,DTN,NL,2,70,34,36,6,N
hartji99m,1885,LS2,AA,1,112,53,59,6,N
m utriji99 m,1885,NY1,NL,1,112,85,27,2,N
g iffoji 9 9m,1885,NY4,AA,1,108,44,64,7,N
s tov e ha 01m,1885,PH4,AA,1,113,55,57,4,Y
wrighha01m,1885,PHI,NL,1,111,56,54,3,N
ba n c rf r99m,1885,PRO,NL,1,110,53,57,4,N
phillho99m,1885,PT1,AA,1,111,56,55,3,N
comisch01m,1885,SL4,AA,1,112,79,33,1,Y
dunlafr01m,1885,SL5,NL,1,50,21,29,8,Y
m cki n al01m ,1885,SL5,NL,2,39,6,32,8,Y
dunlafr01m,1885,SL5,NL,3,22,9,11,8,Y
barnibi01m,1886,BL2,AA,1,139,48,83,8,Y
byrn ech 99m,1886,BR3,AA,1,141,76,61,3,N
morrijo01m,1886,BSN,NL,1,118,56,61,5,Y
ansonca01m,1886,CHN,NL,1,126,90,34,1,Y
ca y lo o p99 m ,1886,CN2,AA,1,141,65,73,5,N
w atk i bi0 1m,1886,DTN,NL,1,126,87,36,2,N
rowed a0 1m ,1886,KCN,NL,1,126,30,91,7,Y
hartji99m,1886,LS2,AA,1,138,66,70,4,N
m u t rij i99 m ,1886,NY1,NL,1,124,75,44,3,N
g iff oj i 9 9 m ,1886,NY4,AA,1,17,5,12,7,N
fe rgubo01 m,1886,NY4,AA,2,120,48,70,7,N
sim mo le 99 m ,1886,PH4,AA,1,98,41,55,6,N
sharsbi99m,1886,PH4,AA,2,41,22,17,6,N
wrigh ha01m,1886,PHI,NL,1,119,71,43,4,N
phi l lho 9 9m,1886,PT1,AA,1,140,80,57,2,N
comis ch0 1m ,1886,SL4,AA,1,139,93,46,1,Y
s ch m eg u99m,1886,SL5,NL,1,126,43,79,6,N
scanlm i 99m,1886,WS8,NL,1,82,13,67,8,N
gaf fnj o99m,1886,WS8,NL,2,43,15,25,8,N
ba rni bi 01 m ,1887,BL2,AA,1,141,77,58,3,N
byrnech99m,1887,BR3,AA,1,138,60,74,6,N
kellyki 01 m,1887,BSN,NL,1,95,49,43,5,Y
m o rrij o01 m,1887,BSN,NL,2,32,12,17,5,Y
an s on ca01 m ,1887,CHN,NL,1,127,71,50,3,Y
williji99m,1887,CL3,AA,1,133,39,92,8,N
schmegu99m,1887,CN2,AA,1,136,81,54,2,N
watkibi01m,1887,DTN,NL,1,127,79,45,1,N
burnhwa99m,1887,IN3,NL,1,28,6,22,8,N
thomafr99m,1887,IN3,NL,2,29,11,18,8,N
fogelho99m,1887,IN3,NL,3,70,20,49,8,N
kellyjo01m,1887,LS2,AA,1,139,76,60,4,N
m ut ri ji9 9m ,1887,NY1,NL,1,129,68,55,4,N
fergubo01m,1887,NY4,AA,1,30,6,24,7,N
o rrd a01m,1887,NY4,AA,2,8,3,5,7,Y
cayloop99m,1887,NY4,AA,3,100,35,60,7,N
bancrfr99m,1887,PH4,AA,1,55,26,29,5,N
m a so nch0 1m,1887,PH4,AA,2,82,38,40,5,N
wrighha01m,1887,PHI,NL,1,128,75,48,2,N
phillho99m,1887,PIT,NL,1,125,55,69,6,N
comisch01m,1887,SL4,AA,1,138,95,40,1,Y
gaffnjo99m,1887,WS8,NL,1,126,46,76,7,N
barnibi01m,1888,BL2,AA,1,139,57,80,5,N
m c g unbi0 1m,1888,BR3,AA,1,143,88,52,2,N
morrijo01m,1888,BSN,NL,1,137,70,64,4,Y
ansonca01m,1888,CHN,NL,1,136,77,58,2,Y
williji99m,1888,CL3,AA,1,64,20,44,6,N
lof tu to 01 m,1888,CL3,AA,2,71,30,38,6,N
s c hme gu99 m,1888,CN2,AA,1,137,80,54,4,N
w a t k ib i01 m,1888,DTN,NL,1,94,49,44,5,N
l eadl b o 9 9 m ,1888,DTN,NL,2,40,19,19,5,N
spencha 9 9m,1888,IN3,NL,1,136,50,85,7,N
roweda01m,1888,KC2,AA,1,50,14,36,8,Y
b arklsa 0 1m,1888,KC2,AA,2,58,21,36,8,Y
wa tkibi0 1m ,1888,KC2,AA,3,25,8,17,8,N
kellyjo01m,1888,LS2,AA,1,39,10,29,7,N
d a v i d m o99m ,1888,LS2,AA,2,3,1,2,7,N
k er in jo0 1m,1888,LS2,AA,3,7,3,4,7,Y
d avid m o99m,1888,LS2,AA,4,90,34,52,7,N
m ut r iji9 9 m,1888,NY1,NL,1,138,84,47,1,N
sh a rsbi9 9m ,1888,PH4,AA,1,137,81,52,3,N
wrighha01m,1888,PHI,NL,1,132,69,61,3,N
p hillh o9 9m,1888,PIT,NL,1,139,66,68,6,N
c o mis c h01 m,1888,SL4,AA,1,137,92,43,1,Y
hewetwa99m,1888,WS8,NL,1,40,10,29,8,N
s u llit e01 m ,1888,WS8,NL,2,96,38,57,8,N
barnibi01m,1889,BL2,AA,1,139,70,65,5,N
m c gun b i 0 1 m ,1889,BR3,AA,1,140,93,44,1,N
h artji9 9 m,1889,BSN,NL,1,133,83,45,2,N
a ns onca 0 1m,1889,CHN,NL,1,136,67,65,3,Y
loftuto01m,1889,CL4,NL,1,136,61,72,6,N
buckeal99m,1889,CL6,AA,1,140,60,78,6,N
schmegu99m,1889,CN2,AA,1,141,76,63,4,N
bancrfr99m,1889,IN3,NL,1,68,25,43,7,N
gla ss ja01 m ,1889,IN3,NL,2,67,34,32,7,Y
wa tki bi01m,1889,KC2,AA,1,139,55,82,7,N
e st e rd u 01 m,1889,LS2,AA,1,10,2,8,8,Y
wolfji01m,1889,LS2,AA,2,65,14,51,8,Y
shannda01m,1889,LS2,AA,3,58,10,46,8,Y
chapmja01m,1889,LS2,AA,4,7,1,6,8,N
mutriji99m,1889,NY1,NL,1,131,83,43,1,N
s ha r sbi 9 9m,1889,PH4,AA,1,138,75,58,3,N
w ri ghha01m,1889,PHI,NL,1,130,63,64,4,N
ph ill ho99m ,1889,PIT,NL,1,71,28,43,5,N
dunlafr01m,1889,PIT,NL,2,17,7,10,5,Y
hanlone01m,1889,PIT,NL,3,46,26,18,5,Y
comisch01m,1889,SL4,AA,1,141,90,45,2,Y
morrijo01m,1889,WS8,NL,1,51,13,38,8,Y
irwinar01m,1889,WS8,NL,2,76,28,45,8,Y
roweja01m,1890,BFP,PL,1,81,22,58,8,Y
f a atzja0 1 m,1890,BFP,PL,2,34,9,24,8,Y
r o w ej a0 1m,1890,BFP,PL,3,19,5,14,8,Y
barnibi01m,1890,BL3,AA,1,38,15,19,6,N
kenn eji99m,1890,BR4,AA,1,100,26,73,9,N
mcgunbi01m,1890,BRO,NL,1,129,86,43,1,N
wardjo01m,1890,BRP,PL,1,133,76,56,2,Y
se le efr99m ,1890,BSN,NL,1,134,76,57,5,N
kellyki01m,1890,BSP,PL,1,133,81,48,1,Y
ansonca01m,1890,CHN,NL,1,139,84,53,2,Y
comisch01m,1890,CHP,PL,1,138,75,62,4,Y
loft u to01m,1890,CIN,NL,1,134,77,55,4,N
sch me g u99 m ,1890,CL4,NL,1,78,21,55,7,N
leadlbo99m,1890,CL4,NL,2,58,23,33,7,N
b uc ke al9 9 m,1890,CL6,AA,1,80,39,41,2,N
schmegu99m,1890,CL6,AA,2,57,38,13,2,N
su llip a99m,1890,CL6,AA,3,3,2,1,2,N
l ar k i he0 1m ,1890,CLP,PL,1,79,34,45,7,Y
te b eapa01 m ,1890,CLP,PL,2,52,21,30,7,Y
cha p mja01 m,1890,LS2,AA,1,136,88,44,1,N
mutr i j i99m,1890,NY1,NL,1,135,63,68,6,N
e win g b u01 m ,1890,NYP,PL,1,132,74,57,3,Y
s h a r s bi99 m,1890,PH4,AA,1,132,54,78,8,N
wrighha01m,1890,PHI,NL,1,22,14,8,3,N
clemeja01m,1890,PHI,NL,2,19,13,6,3,Y
reachal01m,1890,PHI,NL,3,11,4,7,3,N
all enbo0 1 m ,1890,PHI,NL,4,35,25,10,3,Y
wrighh a 0 1 m ,1890,PHI,NL,5,46,22,23,3,N
fo garj i0 1 m ,1890,PHP,PL,1,16,7,9,5,Y
b uf fich0 1 m,1890,PHP,PL,2,116,61,54,5,Y
heckegu01m,1890,PIT,NL,1,138,23,113,8,Y
han l o ne01m,1890,PTP,PL,1,131,60,68,6,Y
powerpa99m,1890,RC2,AA,1,133,63,63,5,N
mc c arto0 1m,1890,SL4,AA,1,22,11,11,3,Y
k er inj o 01m,1890,SL4,AA,2,17,9,8,3,Y
rosemch01m,1890,SL4,AA,3,15,7,8,3,Y
c amp aco 01m ,1890,SL4,AA,4,42,27,14,3,Y
mccar t o 01m,1890,SL4,AA,5,5,4,1,3,Y
g er hajo01 m ,1890,SL4,AA,6,38,20,16,3,Y
frazege 9 9 m,1890,SR2,AA,1,71,31,40,6,N
f ess ewa9 9 m,1890,SR2,AA,2,11,4,7,6,N
frazege99m,1890,SR2,AA,3,46,20,25,6,N
mor toc h01 m ,1890,TL2,AA,1,134,68,64,4,N
barn ibi01m ,1891,BL3,AA,1,139,71,64,4,N
wardjo01m,1891,BRO,NL,1,137,61,76,6,Y
irw inar 01m,1891,BS2,AA,1,139,93,42,1,Y
seleefr 99m ,1891,BSN,NL,1,140,87,51,1,N
ansonca01m,1891,CHN,NL,1,137,82,53,2,Y
loftuto01m,1891,CIN,NL,1,138,56,81,7,N
l e ad lbo 99m,1891,CL4,NL,1,68,34,34,5,N
t eb e a p a01m ,1891,CL4,NL,2,73,31,40,5,Y
schmegu99m,1891,CL6,AA,1,138,61,76,6,N
ke l l y ki 01m,1891,CN3,AA,1,102,43,57,7,Y
chapm ja 01m,1891,LS2,AA,1,141,55,84,8,N
c us h mch 99m,1891,ML3,AA,1,36,21,15,3,N
mu t r i j i99 m,1891,NY1,NL,1,136,71,61,3,N
sharsbi99m,1891,PH4,AA,1,18,6,11,4,N
wo od ge01 m ,1891,PH4,AA,2,125,67,55,4,Y
wrighha01m,1891,PHI,NL,1,138,68,69,4,N
han lone0 1m,1891,PIT,NL,1,78,31,47,8,Y
mcgunbi01m,1891,PIT,NL,2,59,24,33,8,N
comisch01m,1891,SL4,AA,1,141,86,52,2,Y
trot tsa0 1 m ,1891,WS9,AA,1,12,4,7,9,N
snydepo01m,1891,WS9,AA,2,70,23,46,8,Y
shan n da 01 m,1891,WS9,AA,3,51,15,34,8,Y
griffsa01m,1891,WS9,AA,4,6,2,4,8,Y
vanhage 0 1m,1892,BLN,NL,1,11,1,10,12,Y
waltzjo99m,1892,BLN,NL,2,8,2,6,12,N
ha n lone01m,1892,BLN,NL,3,133,43,85,10,Y
wardjo01m,1892,BRO,NL,1,158,95,59,2,Y
s ele e f r99m,1892,BSN,NL,1,152,102,48,1,N
ansonca 01m,1892,CHN,NL,1,147,70,76,7,Y
comisch01m,1892,CIN,NL,1,155,82,68,4,Y
tebeapa01m,1892,CL4,NL,1,153,93,56,1,Y
c hapmja 01 m ,1892,LS3,NL,1,54,21,33,11,N
pfefffr01m,1892,LS3,NL,2,100,42,56,9,Y
p o we rp a99m ,1892,NY1,NL,1,153,71,80,6,N
wrighha01m,1892,PHI,NL,1,155,87,66,3,N
bu cke al9 9m ,1892,PIT,NL,1,29,15,14,6,N
burnsto01m,1892,PIT,NL,2,60,27,32,4,Y
bu ck e al 9 9 m ,1892,PIT,NL,3,66,38,27,4,N
gl as sj a0 1m,1892,SLN,NL,1,4,1,3,9,Y
striccu01m,1892,SLN,NL,2,23,6,17,9,Y
crookja01m,1892,SLN,NL,3,62,27,33,9,Y
gorege01m,1892,SLN,NL,4,16,6,9,11,Y
car u t b o0 1m,1892,SLN,NL,5,50,16,32,11,Y
barnibi01m,1892,WSN,NL,1,2,0,2,7,N
irwinar01m,1892,WSN,NL,2,108,46,60,7,N
richada01m,1892,WSN,NL,3,43,12,31,12,Y
hanlone01m,1893,BLN,NL,1,130,60,70,8,N
foutzda01m,1893,BRO,NL,1,130,65,63,7,Y
s el e ef r99 m ,1893,BSN,NL,1,131,86,43,1,N
ansonca01m,1893,CHN,NL,1,128,56,71,9,Y
c om i sch0 1 m,1893,CIN,NL,1,131,65,63,6,Y
tebeapa01m,1893,CL4,NL,1,129,73,55,3,Y
b a rnibi 01m,1893,LS3,NL,1,126,50,75,11,N
w a r d jo01 m ,1893,NY1,NL,1,136,68,64,5,Y
wrigh h a01m,1893,PHI,NL,1,133,72,57,4,N
b uck eal99m,1893,PIT,NL,1,131,81,48,2,N
wa tk ibi 0 1 m,1893,SLN,NL,1,135,57,75,10,N
orourji01m,1893,WSN,NL,1,130,40,89,12,Y
h an lone01m,1894,BLN,NL,1,129,89,39,1,N
foutzda01m,1894,BRO,NL,1,135,70,61,5,Y
seleefr99m,1894,BSN,NL,1,133,83,49,3,N
anson ca01 m,1894,CHN,NL,1,137,57,75,8,Y
comisch01m,1894,CIN,NL,1,134,55,75,10,Y
te beap a01m,1894,CL4,NL,1,130,68,61,6,Y
barnibi01m,1894,LS3,NL,1,131,36,94,12,N
wardjo01m,1894,NY1,NL,1,139,88,44,2,Y
irwinar01m,1894,PHI,NL,1,132,71,57,4,Y
b uck ea l 9 9m ,1894,PIT,NL,1,110,53,55,7,N
mack co0 1m ,1894,PIT,NL,2,23,12,10,7,Y
mi lle d o 01 m ,1894,SLN,NL,1,133,56,76,9,N
schmegu99m,1894,WSN,NL,1,132,45,87,11,N
hanlo n e01m,1895,BLN,NL,1,132,87,43,1,N
foutzda01m,1895,BRO,NL,1,134,71,60,5,Y
s e l eefr99 m,1895,BSN,NL,1,133,71,60,6,N
ans o nca 01m,1895,CHN,NL,1,133,72,58,4,Y
e w i ng b u01 m,1895,CIN,NL,1,132,66,64,8,Y
tebeapa01m,1895,CL4,NL,1,132,84,46,2,Y
mcclojo99m,1895,LS3,NL,1,133,35,96,12,N
davisge01m,1895,NY1,NL,1,33,16,17,9,Y
do y leja0 1 m ,1895,NY1,NL,2,64,32,31,9,Y
w at kih a99m ,1895,NY1,NL,3,35,18,17,9,N
irwinar01m,1895,PHI,NL,1,133,78,53,3,N
m ac kco 01 m ,1895,PIT,NL,1,135,71,61,7,Y
buckeal99m,1895,SLN,NL,1,50,16,34,11,N
vo nd e ch9 9m,1895,SLN,NL,2,1,1,0,11,N
quinnjo02m,1895,SLN,NL,3,40,11,28,11,Y
p h el al e99 m,1895,SLN,NL,4,45,11,30,11,N
